Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Cost Price,Sale Price,Payment Method,Discount Amount,Purchase Date,Ship Date,Finance Amount,RAM,Credit Score,Channel,Priority,Cost of Repairs,Total Sales per Employee,PC Market Price,Storage Capacity
Africa,Tanzania,Iringa,KyaSand Tech Gadgets,8,HP,Spectre,HDD,Brianna,Brown,+16883864620,brenda11@example.com,Dawn Perkins,New Sales,9551,13021,Bank Transfer,853,2022-10-02,,0,2GB,792,Offline,Low,0,352,12436,1TB
Africa,Botswana,Central,Western International PCs,7,Samsung,Galaxy Chromebook 2,HDD,Randy,King,+16998358967,hmcdonald@example.net,Lisa Williams,New Sales,27237,29834,Finance,495,2024-02-11,2024-02-26,34305,4GB,767,Online,Medium,0,28,28477,1TB
North America,Florida,Deltona,Ricks Computers,1,Apple,Apple Macintosh Classic,HDD,Daniel,Hill,+14269345782,billy69@example.org,Richard Patterson,Repairs,14250,19223,Finance,849,2022-10-25,2022-11-06,31461,8GB,416,Online,High,3494,579,14874,256GB
North America,Georgia,Dalton,ABC Computers,2,HP,Pavilion,HDD,Roger,Sharp,+13247168418,adam05@example.org,Chris Jones,Repairs,21710,25354,Cash,417,2022-09-02,,0,2GB,445,Offline,High,2832,660,22907,500GB
North America,Illinois,Peoria,Western International PCs,5,Toshiba,Portege,HDD,Connor,Gomez,+16031298449,barnesrichard@example.net,Jerry Cox,Second-hand Sales,23764,28195,Finance,970,2021-07-03,,47397,8GB,812,Offline,Medium,0,57,25087,500GB
North America,Illinois,Decatur,DEF Machines,7,Lenovo,ThinkPad X1 Carbon,HDD,John,Hudson,+19913443853,suzanne29@example.org,Jerry Cox,New Sales,9743,14477,Cash,825,2023-04-21,,0,4GB,535,Offline,Low,0,241,14147,500GB
North America,Illinois,Elgin,Ricks Computers,2,MSI,GL65 Leopard,SSD,Charles,Black,+19171069893,fosteramanda@example.com,Jerry Cox,Returns,18623,23327,Finance,586,2023-11-04,,22869,2GB,799,Offline,Medium,0,596,22308,1TB
North America,New York,Glen Cove,A & A PCs,8,HP,Omen,SSD,Brittany,Ross,+14586451325,larry16@example.org,Victoria Hodges,Second-hand Sales,10913,13927,Finance,108,2024-03-06,2024-04-01,28747,8GB,583,Online,High,0,645,13209,256GB
North America,Florida,Cape Coral,DEF Machines,4,Dell,OptiPlex,HDD,Virginia,Hester,+14918692697,jeremy58@example.com,William Macdonald,Repairs,27963,32313,Cash,74,2023-02-21,,0,8GB,790,Offline,High,4111,796,30652,256GB
Africa,Nigeria,Niger,XYZ Tech,6,HP,Envy,SSD,Christopher,Oneill,+15762034615,jaguirre@example.com,Collin Bryant,New Sales,5905,9486,Bank Transfer,197,2023-01-26,,0,2GB,722,Offline,High,0,957,7450,256GB
Africa,Ghana,Central,GH PC Shop,6,HP,Probook,SSD,Kimberly,Townsend,+19152386168,mollyroberts@example.com,Stephen Harmon,New Sales,20930,25106,Bank Transfer,5,2023-02-10,,0,16GB,830,Offline,Low,0,509,21591,500GB
Africa,South Africa,Northern Cape,KyaSand Tech Gadgets,4,Apple,Apple PowerBook G4,SSD,Micheal,Green,+12609189829,odonnellmichael@example.com,Pamela Zavala,Repairs,10830,13217,Finance,540,2022-09-15,,33315,2GB,765,Offline,High,4069,224,11372,256GB
Africa,Botswana,Central,GH PC Shop,3,HP,Omen,HDD,Richard,Hunt,+17189576366,brownamanda@example.net,Carrie Gonzalez,Repairs,19414,22528,Finance,535,2022-07-09,2022-07-21,36603,16GB,486,Online,Medium,3463,352,21960,500GB
Africa,South Africa,Western Cape,LJ Computers,7,Dell,Venue,HDD,Stacey,Terrell,,christopherpetersen@example.com,Jonathan Huang,New Sales,19913,24465,Cash,533,2023-08-11,2023-08-21,0,2GB,452,Online,Low,0,529,21128,500GB
Africa,Ethiopia,Oromia,Greens Laptops and PCs,7,HP,Chromebook,HDD,Joseph,Gaines,+12244150899,rodriguezsean@example.com,Christopher Nicholson,Second-hand Sales,11119,14278,Bank Transfer,214,2023-01-05,2023-01-12,0,16GB,494,Online,Medium,0,106,11954,500GB
North America,North Carolina,Greensboro,DEF Machines,8,HP,Envy,SSD,Morgan,Jones,+17373005630,mooreelizabeth@example.org,Catherine Cuevas,Repairs,20987,24247,Cash,17,2023-09-03,2023-09-26,0,16GB,475,Online,Medium,2166,487,24189,500GB
Africa,Ghana,Brong-Ahafo,Benjis Tech,2,HP,ZBook,HDD,Kathleen,Smith,+17064884211,joel63@example.com,Sheila Nichols,Second-hand Sales,12468,15508,Cash,453,2023-05-03,2023-05-28,0,4GB,495,Online,Low,0,818,14482,500GB
North America,Georgia,East Point,Jacks Hardware,10,Asus,ROG Zephyrus S GX701,HDD,Joshua,Montgomery,+16579854324,janet97@example.org,Joe Thomas,Returns,3560,7661,Bank Transfer,549,2024-01-17,2024-01-20,0,8GB,800,Online,Low,0,221,5564,500GB
Africa,Ghana,Volta,ABC Computers,2,Asus,VivoBook S14,SSD,Sara,Riley,+18823904062,thomas76@example.net,Kevin Lee,Returns,14720,18549,Finance,332,2023-11-13,2023-12-03,36300,16GB,466,Online,High,0,367,18173,500GB
North America,Texas,Corpus Christi,DEF Machines,8,Apple,Apple Macintosh SE,SSD,Daniel,Taylor,+11787356972,brooke67@example.com,Courtney Morgan,Second-hand Sales,15746,17929,Finance,810,2022-04-11,,39967,2GB,543,Offline,Low,0,531,16846,256GB
Africa,Tanzania,Simiyu,Mini Tech,5,Asus,Chromebook Flip C434,HDD,Andrea,Martinez,+16523390590,katherine07@example.org,David Osborn,Repairs,4255,7830,Finance,199,2023-04-28,,2965,4GB,802,Offline,Medium,2945,311,4872,256GB
Africa,Angola,Cuanza Norte,Greens Laptops and PCs,3,Lenovo,ThinkPad T14,HDD,Kellie,Johnston,,morenoheather@example.com,Lori Anderson,Returns,22545,26531,Cash,39,2023-12-28,2024-01-17,0,2GB,440,Online,High,0,294,26003,256GB
North America,Michigan,Troy,Greens Laptops and PCs,6,HP,Chromebook,HDD,Joseph,Diaz,+19073912526,lawrencejessica@example.org,Erika Larsen,Returns,14843,18037,Bank Transfer,260,2021-07-23,,0,16GB,450,Offline,High,0,334,16562,500GB
Africa,Angola,Cabinda,Jacks Hardware,9,Apple,Apple Lisa,SSD,Kenneth,Parker,+18593749276,lisa43@example.com,Brian Clarke,New Sales,11237,15800,Finance,829,2021-08-19,,28863,2GB,705,Offline,Low,0,60,15488,500GB
Africa,Angola,Lunda Norte,Ricks Computers,10,Microsoft,Surface Book,HDD,Austin,Anthony,+15474428419,torreslisa@example.net,Brian Clarke,Repairs,25039,27881,Finance,23,2023-05-21,2023-06-06,16606,16GB,666,Online,Low,1237,276,25390,256GB
North America,Pennsylvania,Hermitage,Mini Tech,9,Acer,Aspire 7,SSD,Michael,Kane,+12068887094,hensleymichael@example.net,Julia Dodson,New Sales,14803,17125,Bank Transfer,664,2021-09-04,2021-09-06,0,16GB,699,Online,High,0,321,16686,256GB
Africa,Tanzania,Dodoma,GH PC Shop,1,Apple,Apple Mac Mini,SSD,Keith,Pierce,,steven34@example.net,Dawn Perkins,New Sales,29936,33466,Bank Transfer,258,2023-10-30,2023-11-08,0,4GB,721,Online,Medium,0,616,30026,1TB
Africa,South Africa,Eastern Cape,S & A Computer Place,4,Acer,ConceptD 5,HDD,Eric,Chavez,+18323890670,michaelbuchanan@example.com,Pamela Zavala,Repairs,7751,11401,Finance,66,2021-09-08,2021-09-11,9200,16GB,646,Online,Low,1083,618,10588,500GB
Africa,Morocco,Figuig,KyaSand Tech Gadgets,8,Microsoft,Surface Go,SSD,Kristina,Garza,+16202392315,leahnguyen@example.com,Amy Owens,New Sales,7885,10096,Cash,645,2022-12-15,,0,4GB,467,Offline,High,0,11,9250,1TB
Africa,Botswana,Ghanzi,Jacks Hardware,2,Acer,Aspire 7,SSD,Kristin,Hill,+11922887161,benjamin56@example.com,Susan Nelson,Repairs,27720,30695,Bank Transfer,224,2022-10-14,2022-10-25,0,4GB,705,Online,Low,1915,465,29881,1TB
North America,Texas,Odessa,LJ Computers,4,Toshiba,Libretto,SSD,Ryan,Conley,+12772160105,kentchandler@example.org,Amanda Brown,New Sales,7715,10004,Cash,165,2022-02-27,2022-03-23,0,8GB,829,Online,High,0,728,9074,1TB
North America,Florida,Miami Gardens,ABC Computers,6,Dell,OptiPlex,SSD,Dawn,Mitchell,,ohaynes@example.com,William Macdonald,Second-hand Sales,26931,29009,Cash,853,2023-09-25,,0,2GB,566,Offline,Medium,0,337,27407,500GB
North America,New York,Rochester,DEF Machines,8,HP,Pavilion,SSD,Garrett,Bishop,+12263000661,rsmith@example.com,Natalie Jimenez,New Sales,16747,21548,Finance,677,2022-06-19,2022-06-20,38646,2GB,484,Online,High,0,387,19725,1TB
North America,New York,Binghamton,Western International PCs,5,MSI,GS75 Stealth,HDD,Diana,Romero,+13144350156,foleyjuan@example.net,Jake Lee,Returns,2819,5859,Bank Transfer,155,2022-09-23,,0,4GB,682,Offline,Low,0,862,3422,500GB
North America,Ohio,Springfield,DEF Machines,4,Microsoft,Surface Hub,HDD,Christopher,Frye,+13263701303,daviddiaz@example.org,Jason Gentry,Second-hand Sales,9945,12186,Finance,745,2023-06-15,2023-06-27,21710,2GB,848,Online,Low,0,165,11805,256GB
North America,Georgia,Macon,GHI Machines,3,Samsung,Notebook 9,HDD,Brett,Mosley,+13672115926,reedbrandon@example.com,Chris Jones,Second-hand Sales,26854,29924,Bank Transfer,322,2022-05-26,,0,4GB,744,Offline,High,0,516,28711,500GB
North America,Illinois,Mount Prospect,A & A PCs,8,MSI,GP65 Leopard,SSD,Robin,Miller,+19857624485,tyler37@example.net,Jeremy Thomas,New Sales,23879,28841,Cash,162,2022-08-09,2022-08-30,0,2GB,698,Online,Low,0,348,26000,500GB
North America,Michigan,Troy,Ricks Computers,7,Acer,Spin 5,HDD,Ricardo,Martin,+17134672969,jamesgordon@example.org,Teresa Martin,Repairs,16710,20349,Bank Transfer,736,2022-05-07,2022-05-26,0,8GB,473,Online,Medium,3221,623,17269,500GB
Africa,Egypt,Kafr El Sheikh,S & A Computer Place,6,Toshiba,Chromebook,HDD,Natalie,Neal,+14513892782,wilsonlawrence@example.net,Evan Scott,Repairs,25421,29071,Finance,70,2022-11-25,2022-11-29,32016,2GB,612,Online,Medium,3756,777,25803,500GB
North America,Pennsylvania,Allentown,LJ Computers,2,Lenovo,Legion 5,HDD,Robert,Maynard,+17828723584,shawn41@example.net,Nathan Villarreal,Second-hand Sales,17333,20086,Finance,936,2022-05-17,,24095,2GB,564,Offline,High,0,767,18101,256GB
Africa,Kenya,Kericho,S & A Computer Place,9,Microsoft,Surface Pro,HDD,Joseph,Gonzalez,,lgrimes@example.org,Cassandra Mcmillan,Returns,18308,22185,Finance,334,2022-07-22,,28646,2GB,416,Offline,Low,0,674,21278,1TB
Africa,Morocco,Meknes,LJ Computers,3,Lenovo,Legion 5,SSD,Kelly,Reed,+19556079800,awilliams@example.org,Jessica Thomas,Returns,28067,30934,Cash,705,2022-11-30,,0,16GB,462,Offline,Medium,0,21,28469,1TB
Africa,Kenya,Bungoma,Mini Tech,2,Acer,Nitro 5,SSD,Dennis,Moss,+11032713079,ianruiz@example.org,David Ellis,Second-hand Sales,15503,19433,Finance,554,2023-12-22,2024-01-13,4667,8GB,827,Online,Medium,0,171,17827,256GB
Africa,Botswana,North-West,Greens Laptops and PCs,3,Samsung,Galaxy Book S,SSD,Michelle,Diaz,+19046932750,jonesjoshua@example.org,Heather Singleton,Second-hand Sales,8035,11260,Bank Transfer,283,2023-09-04,,0,4GB,663,Offline,Low,0,503,8568,500GB
Africa,Kenya,Laikipia,XYZ Tech,10,MSI,P65 Creator,HDD,Rebecca,Williams,+12124456243,andreaanderson@example.org,Jason Robinson,Second-hand Sales,29744,32120,Bank Transfer,129,2023-03-22,,0,2GB,753,Offline,High,0,619,30320,256GB
Africa,Morocco,Sefrou,S & A Computer Place,7,Microsoft,Surface Pro,HDD,Benjamin,Baker,+14081823816,allison69@example.com,Gwendolyn Thomas,Returns,29692,34189,Bank Transfer,634,2023-04-29,,0,16GB,794,Offline,High,0,771,32910,500GB
Africa,Morocco,Chichaoua,ABC Computers,9,Acer,Predator Helios 300,HDD,James,Zimmerman,+19818450007,stanleypatrick@example.com,Emma Scott,Returns,25522,28103,Cash,242,2022-06-22,2022-06-28,0,16GB,718,Online,Low,0,305,26421,256GB
North America,Texas,Arlington,Benjis Tech,6,Dell,Vostro,SSD,John,Hernandez,+19537746375,stricklandkristi@example.com,Amanda Brown,Returns,27693,30448,Bank Transfer,135,2021-12-31,2022-01-24,0,8GB,719,Online,High,0,331,29791,500GB
Africa,South Africa,KwaZulu-Natal,LJ Computers,6,Asus,ROG Strix Scar III,HDD,William,Carson,+12381748069,juan77@example.org,Daniel Lane,Second-hand Sales,5580,9407,Finance,759,2023-12-06,,27210,2GB,754,Offline,Low,0,967,8077,256GB
Africa,Tanzania,Manyara,DEF Machines,3,MSI,P65 Creator,SSD,Damon,Hayes,+16455047744,dblack@example.org,Mary Fisher,Returns,4095,8917,Cash,596,2023-01-28,,0,16GB,638,Offline,Low,0,435,7085,1TB
Africa,South Africa,Limpopo,Greens Laptops and PCs,1,Asus,ExpertBook B9,SSD,Tony,Singh,+13792687982,spearsryan@example.org,Daniel Lane,Repairs,20579,23813,Bank Transfer,31,2023-06-13,,0,16GB,416,Offline,High,2615,706,21509,500GB
Africa,South Africa,Northern Cape,KyaSand Tech Gadgets,7,Apple,Apple Macintosh SE,HDD,Vanessa,Walker,+19997548131,tyler85@example.net,Jonathan Huang,Returns,27476,30523,Finance,208,2022-04-16,,33444,16GB,663,Offline,High,0,949,27908,256GB
North America,Pennsylvania,Pittsburgh,ABC Computers,10,Dell,Latitude,SSD,Laura,Miller,+13951368256,melissa36@example.com,Michael Smith,Returns,20357,23355,Bank Transfer,900,2023-11-29,,0,16GB,710,Offline,Low,0,438,21163,500GB
Africa,Ghana,Brong-Ahafo,A & A PCs,3,Toshiba,Tecra,HDD,Bradley,Thompson,+14940989190,aaronwatson@example.org,George Morales,New Sales,18979,21773,Bank Transfer,787,2024-01-01,,0,8GB,753,Offline,Low,0,501,19637,500GB
North America,Michigan,Southfield,Mini Tech,10,Samsung,Notebook Flash,HDD,Thomas,Peterson,+10635793401,wmoore@example.com,Kevin Padilla,Returns,24969,29552,Cash,251,2023-04-25,2023-05-08,0,2GB,785,Online,Medium,0,955,28893,500GB
Africa,Kenya,Nyeri,Western International PCs,3,Toshiba,Satellite,SSD,Madeline,Weber,+16049124759,katrina10@example.org,Christopher Santos,New Sales,19708,23584,Finance,499,2022-03-14,2022-03-28,43662,8GB,549,Online,Low,0,47,22440,256GB
North America,California,Modesto,Ricks Computers,8,Samsung,Notebook 7 Spin,HDD,Wendy,Koch,+18266944165,vlee@example.org,Ryan Bradley,New Sales,17587,21669,Bank Transfer,299,2022-12-01,2022-12-03,0,8GB,593,Online,Low,0,947,19427,256GB
North America,North Carolina,Charlotte,GH PC Shop,3,HP,Chromebook,SSD,Aaron,Fletcher,+11817197239,stephanie74@example.net,Tamara Clark,Repairs,4870,9301,Finance,969,2022-08-10,2022-08-30,4636,4GB,683,Online,High,3575,769,5685,1TB
Africa,Botswana,Kgalagadi,Ricks Computers,6,Lenovo,ThinkPad X13 Yoga,HDD,Matthew,Adams,+13210541548,kristasmith@example.com,Michael Byrd,Repairs,10020,13292,Cash,982,2021-12-31,2022-01-05,0,16GB,609,Online,High,1206,561,12177,500GB
Africa,Morocco,Oued Ed-Dahab,Frankies Hardware and Software,2,Dell,Precision,SSD,Cheyenne,Fox,+17833774736,eedwards@example.com,Brian Johnson,New Sales,12364,15750,Cash,504,2022-10-20,2022-10-28,0,8GB,482,Online,Low,0,124,15530,1TB
North America,Texas,McKinney,A & A PCs,8,Samsung,Notebook 9 Pen,SSD,Steven,Rice,+11706770535,tanyablair@example.com,Diana Rodriguez,Returns,18299,22615,Bank Transfer,404,2022-11-05,2022-11-14,0,4GB,552,Online,Medium,0,466,22436,500GB
North America,North Carolina,Mooresville,LJ Computers,8,Acer,Spin 5,HDD,Connie,Reynolds,+11594124915,ufisher@example.com,Craig Wheeler,Returns,19492,23552,Bank Transfer,525,2023-01-25,2023-01-28,0,2GB,463,Online,High,0,493,22494,500GB
North America,Texas,Denton,GH PC Shop,9,Apple,Apple Mac Mini,HDD,Kaitlyn,Stewart,+11984629884,tramos@example.com,Ashley Wright,New Sales,25272,29117,Finance,906,2023-09-25,2023-10-02,21845,16GB,443,Online,Low,0,56,28889,500GB
Africa,Egypt,Matrouh,Ricks Computers,7,Asus,ProArt StudioBook Pro X,SSD,Brittany,Mooney,+17518527274,sierraandersen@example.com,Jacob Hudson,Repairs,13052,15273,Finance,299,2023-10-30,2023-11-10,30765,4GB,758,Online,High,4084,24,14419,1TB
North America,Georgia,Rome,LJ Computers,10,Toshiba,Tecra,SSD,Amanda,Jones,+17571509430,mconley@example.net,Michael Collins,Repairs,20621,23514,Cash,125,2023-10-06,2023-10-15,0,8GB,644,Online,Medium,1094,745,21781,500GB
North America,North Carolina,Salisbury,LJ Computers,7,Apple,Apple PowerBook G4,HDD,Valerie,Turner,+14605297917,deborah45@example.org,Brady Walton,Returns,25325,28962,Bank Transfer,471,2021-11-04,,0,8GB,422,Offline,Low,0,160,25507,500GB
North America,Pennsylvania,Wilkes-Barre,Jacks Hardware,5,MSI,GS66 Stealth,SSD,Cynthia,Durham,+13697383671,williamsonjonathan@example.com,Beth James,New Sales,9088,12562,Finance,757,2023-10-12,,15663,2GB,654,Offline,High,0,612,10389,256GB
Africa,Ethiopia,Tigray,Western International PCs,7,Microsoft,Surface Pro,HDD,Steven,Hicks,+12506276852,padillabrad@example.com,Steven Walls,Second-hand Sales,17294,20206,Bank Transfer,440,2024-01-28,2024-02-16,0,16GB,638,Online,High,0,258,19770,500GB
Africa,Angola,Bie,KyaSand Tech Gadgets,5,Acer,Aspire 5,SSD,Robert,Buchanan,+15014457859,saradavis@example.net,Kimberly Duncan,Repairs,4832,6924,Finance,642,2022-09-19,2022-10-07,43547,8GB,716,Online,Medium,4907,763,4924,256GB
Africa,Ethiopia,Afar,ABC Computers,3,MSI,GS66 Stealth,HDD,Elizabeth,Jones,+16660058241,mirandagarcia@example.com,Alexa Hopkins,Repairs,17188,19668,Finance,596,2022-08-20,,1285,16GB,569,Offline,Low,3409,162,18784,1TB
Africa,Tanzania,Tanga,Ricks Computers,10,Dell,Precision,SSD,Megan,Short,+13641749522,dklein@example.org,Mitchell Atkins,New Sales,24450,29217,Cash,91,2023-08-27,,0,4GB,590,Offline,High,0,712,27188,1TB
North America,Michigan,Saginaw,S & A Computer Place,5,HP,Envy,SSD,Erik,Morales,+18438156067,nathaniel26@example.com,Elizabeth Martinez,Second-hand Sales,8433,13111,Cash,208,2023-08-15,,0,8GB,445,Offline,Medium,0,965,12744,256GB
North America,California,Long Beach,KyaSand Tech Gadgets,1,Acer,Nitro 5,SSD,Alexander,Perkins,+18480897443,fjohnson@example.com,Joy Holt,Repairs,17632,21568,Cash,871,2021-08-01,,0,8GB,589,Offline,Medium,3175,312,20252,1TB
Africa,Nigeria,Anambra,CK Tech Store,9,Toshiba,Chromebook,SSD,Mark,Short,+12796242876,codyconner@example.org,Jennifer Wolf,Repairs,13073,17208,Bank Transfer,176,2022-01-21,2022-02-20,0,8GB,767,Online,High,4266,354,15634,500GB
Africa,Angola,Luanda,LJ Computers,8,MSI,GS66 Stealth,HDD,Isaac,Jackson,+16582790624,juan28@example.org,Brian Clarke,Second-hand Sales,17560,22316,Bank Transfer,134,2023-01-03,,0,2GB,534,Offline,High,0,412,20832,256GB
North America,Michigan,Royal Oak,ABC Computers,8,Samsung,Notebook 9 Pro,HDD,Dylan,Hughes,+16394713473,gordonpatricia@example.com,Kevin Padilla,Repairs,9211,12197,Bank Transfer,504,2023-05-11,,0,16GB,559,Offline,Medium,3272,917,11946,1TB
Africa,Nigeria,Niger,ABC Computers,2,Acer,Nitro 5,SSD,Steven,Davis,+17798703339,anthony79@example.com,Mary Shaw,New Sales,12188,15952,Finance,61,2022-03-05,2022-04-02,19059,2GB,478,Online,Low,0,571,13122,1TB
Africa,Ghana,Greater Accra,LJ Computers,8,Toshiba,Dynabook,HDD,Lacey,Diaz,+16600982152,christopher80@example.net,Jonathan Miller,Repairs,14791,16841,Bank Transfer,836,2021-09-15,,0,2GB,829,Offline,High,2587,947,15523,256GB
North America,Ohio,Strongsville,ABC Computers,5,Apple,Apple Macintosh Classic,HDD,Andrew,Barnes,+11108567907,ugordon@example.net,Diamond Baker,Second-hand Sales,27268,32076,Finance,400,2023-02-09,,34681,2GB,523,Offline,High,0,315,28210,500GB
North America,Florida,Deltona,Greens Laptops and PCs,5,Samsung,Notebook 9,SSD,Sabrina,Oneill,+11990859789,michaelharper@example.org,Jordan Jensen,Repairs,24723,28396,Bank Transfer,219,2023-05-08,,0,16GB,445,Offline,High,1846,225,26255,256GB
North America,Pennsylvania,Philadelphia,DEF Machines,9,Toshiba,Dynabook,SSD,Stacy,Rasmussen,,bhall@example.net,Michael Chan,Returns,13397,16497,Bank Transfer,872,2024-01-06,2024-02-04,0,16GB,465,Online,Low,0,964,13758,256GB
North America,Texas,Garland,CK Tech Store,10,Apple,Apple MacBook Air,SSD,Jessica,Peterson,+17094642218,gilbertlori@example.com,Diana Rodriguez,Repairs,27963,32926,Bank Transfer,902,2021-09-19,2021-10-06,0,4GB,412,Online,High,2610,624,29730,1TB
Africa,Morocco,Boulemane,ABC Computers,10,Dell,Venue,HDD,Tara,Holder,+13551797951,mwade@example.com,Amy Owens,Repairs,26546,30409,Cash,893,2022-07-04,2022-08-02,0,2GB,730,Online,Medium,3162,962,29947,500GB
Africa,Egypt,Suez,S & A Computer Place,6,Asus,VivoBook Flip 14,HDD,Brandi,Costa,+11013826483,joel76@example.org,Mario Daniel,Second-hand Sales,22538,26003,Bank Transfer,115,2021-05-14,,0,4GB,458,Offline,Medium,0,971,23849,256GB
Africa,Morocco,Rabat,DEF Machines,5,Acer,Aspire 7,HDD,Jennifer,Allen,+17456691030,ronaldwhite@example.com,Kelly Mitchell,Second-hand Sales,19459,24237,Finance,31,2021-12-18,,22811,4GB,443,Offline,High,0,37,22489,256GB
Africa,Nigeria,Akwa Ibom,A & A PCs,10,Lenovo,IdeaPad Flex 5,SSD,Tiffany,Bell,+15538796470,millerkristina@example.com,Lisa Morgan,Second-hand Sales,20876,24545,Cash,809,2021-04-02,,0,8GB,702,Offline,Low,0,106,23268,256GB
Africa,Ethiopia,Amhara,S & A Computer Place,2,Dell,XPS,SSD,Andrew,Flores,+15268361754,brian81@example.net,Jacob Spencer,Second-hand Sales,15304,17787,Cash,47,2023-12-15,,0,16GB,497,Offline,High,0,499,15578,1TB
Africa,Ethiopia,"Southern Nations, Nationalities, and Peoples Region (SNNPR)",ABC Computers,4,HP,Omen,HDD,Robin,White,+11490721498,mcleanamanda@example.net,Alexa Hopkins,Second-hand Sales,25243,27833,Cash,680,2021-11-01,,0,8GB,750,Offline,Low,0,786,26673,256GB
Africa,Ghana,Eastern,GH PC Shop,2,Lenovo,ThinkPad T14,HDD,Savannah,Rodriguez,+14737125608,brianphillips@example.net,Diana Ashley MD,Repairs,3051,7712,Cash,291,2024-02-01,,0,4GB,504,Offline,Medium,1113,502,3286,500GB
Africa,Kenya,Busia,Western International PCs,10,Lenovo,Legion 5,SSD,Brittany,Mckenzie,+11107571299,becky67@example.com,Christopher Santos,Repairs,25939,28807,Cash,448,2023-07-05,,0,4GB,665,Offline,Low,4641,722,28672,256GB
Africa,Egypt,Matrouh,ABC Computers,5,Lenovo,ThinkPad X1 Yoga,SSD,Amber,Johnson,+12706726337,amyholland@example.net,Mario Daniel,Second-hand Sales,24127,26944,Finance,82,2022-09-30,,10168,4GB,732,Offline,High,0,910,26346,1TB
North America,Ohio,Springfield,GHI Machines,1,Dell,Venue,SSD,Eric,Chandler,,stephaniehaynes@example.com,Melissa Fernandez,Second-hand Sales,20930,23478,Cash,657,2021-04-03,,0,8GB,631,Offline,Low,0,770,21874,1TB
Africa,Ethiopia,Somali,GH PC Shop,5,Toshiba,Libretto,HDD,Edward,Gibbs,+11409167349,vorozco@example.net,Joseph Good,Returns,29740,32820,Finance,824,2022-01-13,,6488,16GB,674,Offline,Medium,0,549,30816,1TB
Africa,Morocco,Inezgane-Ait Melloul,Benjis Tech,2,Dell,OptiPlex,SSD,James,Garza,+12030920905,ronaldfuentes@example.org,Adam Schwartz,Second-hand Sales,23890,26310,Cash,711,2021-10-15,,0,8GB,657,Offline,Low,0,395,25491,1TB
Africa,Morocco,Kenitra,XYZ Tech,9,Lenovo,ThinkPad X1 Carbon,HDD,Wendy,Williams,+14158189498,cheryl86@example.net,Kelly Mitchell,Second-hand Sales,7910,9926,Bank Transfer,788,2024-01-08,,0,4GB,544,Offline,Medium,0,913,9013,256GB
